,Sentences,Title,Harry Potter
3888, i shall get my typewriter thi veryhour and begin transcribing ,Dracula,False
3889,then we shall be ready for othereye if required ,Dracula,False
3890, and if it be wanted then perhap if iam ready poor jonathan may not be upset for i can speak forhim and never let him be troubled or worried with it at all ,Dracula,False
3891,if ever jonathan quite get over the nervousn he may wantto tell me of it all and i can ask him question and findout thing and see how i may comfort him ,Dracula,False
3892, letter van helsing to mr ,Dracula,False
3893, harker  number september  (confidence)dear madam i pray you to pardon my writing in that i am so farfriend a that i sent to you sad new of mis lucy westenrasdeath ,Dracula,False
3894, by the kindn of lord godalming i am empowered toread her letter and paper for i am deeply concerned aboutcertain matter vitally important ,Dracula,False
3895, in them i find someletter from you which show how great friend you were andhow you love her ,Dracula,False
3896, oh madam mina by that love i imploreyou help me ,Dracula,False
3897, it i for others good that i ask to redressgreat wrong and to lift much and terrible trouble thatmay be more great than you can know ,Dracula,False
3898, may it be that i seeyou ,Dracula,False
3899, i am friend of dr ,Dracula,False
3900, john seward andof lord godalming (that wa arthur of mis lucy) ,Dracula,False
3901, i mustkeep it private for the present from all ,Dracula,False
3902, i should come toexeter to see you at once if you tell me i am privilege tocome and where and when ,Dracula,False
3903, i implore your pardon madam ,Dracula,False
3904, ihave read your letter to poor lucy and know how good youare and how your husband suffer ,Dracula,False
3905, so i pray you if it maybe enlighten him not least it may harm ,Dracula,False
3906, again your pardon and forgive me ,Dracula,False
3907,  van helsing telegram mr ,Dracula,False
3908, harker to van helsing  number september ,Dracula,False
3909, come today by quarter past ten train ifyou can catch it ,Dracula,False
3910, can see you any time you call ,Dracula,False
3911, wilhelmina harker mina harker journal  number september ,Dracula,False
3912, i cannot help feeling terribly exciteda the time draw near for the visit of dr ,Dracula,False
3913, van helsing forsomehow i expect that it will throw some light upon jona than sad experience and a he attended poor dear lucy inher last illn he can tell me all about her ,Dracula,False
3914, that i thereason of hi coming ,Dracula,False
3915, it i concerning lucy and her sleep walking and not about jonathan ,Dracula,False
3916, then i shall never knowthe real truth now ,Dracula,False
3917, that awful journal getshold of my imagination and tinge everything with somethingof it own color ,Dracula,False
3918, of course it i about lucy ,Dracula,False
3919, that habitcame back to the poor dear and that awful night on the cliffmust have made her ill ,Dracula,False
3920, i had almost forgotten in my ownaffair how ill she wa afterward ,Dracula,False
3921, she must have told himof her sleep walking adventure on the cliff and that i knewall about it and now he want me to tell him what i know sothat he may understand ,Dracula,False
3922, i hope i did right in not sayinganything of it to mr ,Dracula,False
3923, i should never forgive my self if any act of mine were it even a negative one broughtharm on poor dear lucy ,Dracula,False
3924, van helsing will notblame me ,Dracula,False
3925, i have had so much trouble and anxiety of latethat i feel i cannot bear more just at present ,Dracula,False
3926,  i suppose a cry doe u all good at time clear theair a other rain doe ,Dracula,False
3927, perhap it wa reading the journalyesterday that upset me and then jonathan went away thismorning to stay away from me a whole day and night the firsttime we have been parted since our marriage ,Dracula,False
3928, i do hope thedear fellow will take care of himself and that nothing willoccur to upset him ,Dracula,False
3929, it i two oclock and the doctor willbe here soon now ,Dracula,False
3930, i shall say nothing of jonathan journalunl he ask me ,Dracula,False
3931, i am so glad i have typewritten out myown journal so that in case he ask about lucy i can handit to him ,Dracula,False
3932, it will save much questioning ,Dracula,False
3933, he ha come and gone ,Dracula,False
3934, oh what a strange meet ing and how it all make my head whirl round ,Dracula,False
3935, i feel likeone in a dream ,Dracula,False
3936,can it be all possible or even a part of it ,Dracula,False
3937,if i had not read jonathan journal first i should neverhave accepted even a possibility ,Dracula,False
3938, please the good god all thi maynot upset him again ,Dracula,False
3939, i shall try to save him from it ,Dracula,False
3940, butit may be even a consolation and a help to him terriblethough it be and awful in it consequence to know for cer tain that hi eye and ear and brain did not deceive him and that it i all true ,Dracula,False
3941,it may be that it i the doubt whichhaunt him that when the doubt i removed no matter which waking or dreaming may prove the truth he will be moresatisfied and better able to bear the shock ,Dracula,False
3942, van helsingmust be a good man a well a a clever one if he i arthursfriend and dr ,Dracula,False
3943, seward and if they brought him all the wayfrom holland to look after lucy ,Dracula,False
3944, i feel from having seen himthat he i good and kind and of a noble nature ,Dracula,False
3945, when hecome tomorrow i shall ask him about jonathan ,Dracula,False
3946, and then please god all thi sorrow and anxiety may lead to a goodend ,Dracula,False
3947, i used to think i would like to practice interviewing ,Dracula,False
3948,jonathan friend on the exeter news told him that memoryi everything in such work that you must be able to putdown exactly almost every word spoken even if you had torefine some of it afterward ,Dracula,False
3949, here wa a rare interview ,Dracula,False
3950, ishall try to record it verbatim ,Dracula,False
3951,  it wa half past two oclock when the knock came ,Dracula,False
3952, itook my courage a deux main and waited ,Dracula,False
3953, in a few minutesmary opened the door and announced dr ,Dracula,False
3954,  i rose and bowed and he came toward me a man of med ium weight strongly built with hi shoulder set back overa broad deep chest and a neck well balanced on the trunk asthe head i on the neck ,Dracula,False
3955, the poise of the head strike me atonce a indicative of thought and power ,Dracula,False
3956, the head i noble well sized broad and large behind the ear ,Dracula,False
3957,the face clean shaven show a hard square chin a large resolute mobilemouth a good sized nose rather straight but with quick sensitive nostril that seem to broaden a the big bushybrow come down and the mouth tighten ,Dracula,False
3958,the forehead i broadand fine rising at first almost straight and then slopingback above two bump or ridge wide apart such a foreheadthat the reddish hair cannot possibly tumble over it butfall naturally back and to the side ,Dracula,False
3959, big dark blue eyesare set widely apart and are quick and tender or stern withthe man mood ,Dracula,False
3960, he said to me mr ,Dracula,False
3961,  that wa mis mina murray ,Dracula,False
3962,  it i mina murray that i came to see that wa friendof that poor dear child lucy westenra ,Dracula,False
3963, madam mina it i onaccount of the dead that i come ,Dracula,False
3964,  sir i said you could have no better claim on methan that you were a friend and helper of lucy westenra ,Dracula,False
3965, he took it and said tenderly oh madam mina i know that the friend of that poorlittle girl must be good but i had yet to learn ,Dracula,False
3966, hefinished hi speech with a courtly bow ,Dracula,False
3967, i asked him what itwa that he wanted to see me about so he at once began ,Dracula,False
3968,  i have read your letter to mis lucy ,Dracula,False
3969, forgive me buti had to begin to inquire somewhere and there wa none toask ,Dracula,False
3970, i know that you were with her at whitby ,Dracula,False
3971, she sometimeskept a diary you need not look surprised madam mina ,Dracula,False
3972, itwa begun after you had left and wa an imitation of you and in that diary she trace by inference certain thing toa sleep walking in which she put down that you saved her ,Dracula,False
3973,ingreat perplexity then i come to you and ask you out of yourso much kindn to tell me all of it that you can remember ,Dracula,False
3974,  i can tell you i think dr ,Dracula,False
3975,  ah then you have good memory for fact for details ,Dracula,False
3976,it i not alway so with young ladie ,Dracula,False
3977,  no doctor but i wrote it all down at the time ,Dracula,False
3978, i canshow it to you if you like ,Dracula,False
3979,  oh madam mina i well be grateful ,Dracula,False
3980,  i could not resist the temptation of mystifying him abit i suppose it i some taste of the original apple thatremain still in our mouth so i handed him the shorthanddiary ,Dracula,False
3981, he took it with a grateful bow and said may i readit ,Dracula,False
3982,  if you wish i answered a demurely a i could ,Dracula,False
3983, heopened it and for an instant hi face fell ,Dracula,False
3984, then he stoodup and bowed ,Dracula,False
3985,  oh you so clever woman ,Dracula,False
3986, i knew long thatmr jonathan wa a man of much thankfuln but see hiswife have all the good thing ,Dracula,False
3987,and will you not so much honorme and so help me a to read it for me ,Dracula,False
3988,  by thi time my little joke wa over and i wa almostashamed ,Dracula,False
3989, so i took the typewritten copy from my work basketand handed it to him ,Dracula,False
3990,  forgive me i said ,Dracula,False
3991, i could not help it but i hadbeen thinking that it wa of dear lucy that you wished toask and so that you might not have time to wait not on myaccount but because i know your time must be preciou ihave written it out on the typewriter for you ,Dracula,False
3992,  he took it and hi eye glistened ,Dracula,False
3993, you are so good he said ,Dracula,False
3994, and may i read it now ,Dracula,False
3995, i may want to ask you something when i have read ,Dracula,False
3996,  by all mean i said ,Dracula,False
3997, read it over whilst i orderlunch and then you can ask me question whilst we eat ,Dracula,False
3998,  he bowed and settled himself in a chair with hi backto the light and became so absorbed in the paper whilst iwent to see after lunch chiefly in order that he might notbe disturbed ,Dracula,False
3999, when i came back i found him walking hurried ly up and down the room hi face all ablaze with excitement ,Dracula,False
4000,he rushed up to me and took me by both hand ,Dracula,False
4001,  oh madam mina he said how can i say what i owe toyou ,Dracula,False
4002, thi paper i a sunshine ,Dracula,False
4003, it open the gate to me ,Dracula,False
4004, iam dazed i am dazzled with so much light and yet cloudsroll in behind the light every time ,Dracula,False
4005, but that you do not cannot comprehend ,Dracula,False
4006, oh but i am grateful to you you soclever woman ,Dracula,False
4007, madame he said thi very solemnly if everabraham van helsing can do anything for you or your i trustyou will let me know ,Dracula,False
4008, it will be pleasure and delight if imay serve you a a friend a a friend but all i have everlearned all i can ever do shall be for you and those youlove ,Dracula,False
4009, there are darknesse in life and there are light ,Dracula,False
4010,you are one of the light ,Dracula,False
4011, you will have a happy life and agood life and your husband will be blessed in you ,Dracula,False
4012,  but doctor you praise me too much and you do notknow me ,Dracula,False
4013,  not know you i who am old and who have studied allmy life men and women i who have made my specialty thebrain and all that belong to him and all that follow fromhim ,Dracula,False
4014, and i have read your diary that you have so goodlywritten for me and which breathe out truth in every line ,Dracula,False
4015,i who have read your so sweet letter to poor lucy of yourmarriage and your trust not know you ,Dracula,False
4016, oh madam mina goodwomen tell all their live and by day and by hour and byminute such thing that angel can read ,Dracula,False
4017, and we men whowish to know have in u something of angels eye ,Dracula,False
4018, yourhusband i noble nature and you are noble too for youtrust and trust cannot be where there i mean nature ,Dracula,False
4019, andyour husband tell me of him ,Dracula,False
4020, i allthat fever gone and i he strong and hearty ,Dracula,False
4021,  i saw here an opening to ask him about jonathan so isaid he wa almost recovered but he ha been greatly upsetby mr hawkin death ,Dracula,False
4022,  he interrupted oh ye ,Dracula,False
4023, i have readyour last two letter ,Dracula,False
4024,  i went on i suppose thi upset him for when we werein town on thursday last he had a sort of shock ,Dracula,False
4025,  a shock and after brain fever so soon ,Dracula,False
4026, what kind of shock wa it ,Dracula,False
4027,  he thought he saw some one who recalled somethingterrible something which led to hi brain fever ,Dracula,False
4028, and herethe whole thing seemed to overwhelm me in a rush ,Dracula,False
4029, the pityfor jonathan the horror which he experienced the wholefearful mystery of hi diary and the fear that ha beenbrooding over me ever since all came in a tumult ,Dracula,False
4030, i supposei wa hysterical for i threw myself on my knee and held upmy hand to him and implored him to make my husband wellagain ,Dracula,False
4031, he took my hand and raised me up and made me siton the sofa and sat by me ,Dracula,False
4032, he held my hand in hi and saidto me with oh such infinite sweetn my life i a barren and lonely one and so full of workthat i have not had much time for friendship but since ihave been summoned to here by my friend john seward i haveknown so many good people and seen such nobility that i feelmore than ever and it ha grown with my advancing year the lonelin of my life ,Dracula,False
4033, believe me then that i comehere full of respect for you and you have given me hope hope not in what i am seeking of but that there are goodwomen still left to make life happy good women whose livesand whose truth may make good lesson for the children thatare to be ,Dracula,False
4034, i am glad glad that i may here be of some useto you ,Dracula,False
4035, for if your husband suffer he suffer within therange of my study and experience ,Dracula,False
4036, i promise you that i willgladly do all for him that i can all to make hi life strongand manly and your life a happy one ,Dracula,False
4037, youare over wrought and perhap over anxiou ,Dracula,False
4038, husband jonathanwould not like to see you so pale and what he like not wherehe love i not to hi good ,Dracula,False
4039, therefore for hi sake you musteat and smile ,Dracula,False
4040, you have told me about lucy and so now weshall not speak of it lest it distr ,Dracula,False
4041, i shall stay in ex eter tonight for i want to think much over what you havetold me and when i have thought i will ask you question ifi may ,Dracula,False
4042, and then too you will tell me of husband jonathanstrouble so far a you can but not yet ,Dracula,False
4043, you must eat now afterward you shall tell me all ,Dracula,False
4044,  after lunch when we went back to the drawing room hesaid to me and now tell me all about him ,Dracula,False
4045,  when it came to speaking to thi great learned man ibegan to fear that he would think me a weak fool and jona than a madman that journal i all so strange and i hesi tated to go on ,Dracula,False
4046, but he wa so sweet and kind and he hadpromised to help and i trusted him so i said dr ,Dracula,False
4047, van helsing what i have to tell you i so queerthat you must not laugh at me or at my husband ,Dracula,False
4048, i have beensince yesterday in a sort of fever of doubt ,Dracula,False
4049, you must bekind to me and not think me foolish that i have even halfbelieved some very strange thing ,Dracula,False
4050,  he reassured me by hi manner a well a hi word whenhe said oh my dear if you only know how strange i thematter regarding which i am here it i you who would laugh ,Dracula,False
4051,i have learned not to think little of any one belief nomatter how strange it may be ,Dracula,False
4052, i have tried to keep an openmind and it i not the ordinary thing of life that couldclose it but the strange thing the extraordinary thing the thing that make one doubt if they be mad or sane ,Dracula,False
4053,  thank you thank you a thousand times ,Dracula,False
4054, you have takena weight off my mind ,Dracula,False
4055, if you will let me i shall give youa paper to read ,Dracula,False
4056, it i long but i have typewritten it out ,Dracula,False
4057,it will tell you my trouble and jonathan ,Dracula,False
4058,it i the copy ofhi journal when abroad and all that happened ,Dracula,False
4059, i dare notsay anything of it ,Dracula,False
4060, you will read for yourself and judge ,Dracula,False
4061,and then when i see you perhap you will be very kind andtell me what you think ,Dracula,False
4062,  i promise he said a i gave him the paper ,Dracula,False
4063, i shallin the morning a soon a i can come to see you and yourhusband if i may ,Dracula,False
4064,  jonathan will be here at half past eleven and you mustcome to lunch with u and see him then ,Dracula,False
4065, you could catch thequick number:number train which will leave you at paddington beforeeight ,Dracula,False
4066, he wa surprised at my knowledge of the train off hand but he doe not know that i have made up all the trainsto and from exeter so that i may help jonathan in case he isin a hurry ,Dracula,False
4067,  so he took the paper with him and went away and i sithere thinking thinking i dont know what ,Dracula,False
4068,letter (by hand) van helsing to mr ,Dracula,False
4069, harker  number september number oclockdear madam mina i have read your husband so wonderful diary ,Dracula,False
4070, strange and terrible a it i it istrue ,Dracula,False
4071, i will pledge my life on it ,Dracula,False
4072,it may be worse for other but for him and you there i no dread ,Dracula,False
4073, he i a noble fellow and let me tell you from experience of men that one whowould do a he did in going down that wall and to that room aye and going a second time i not one to be injured inpermanence by a shock ,Dracula,False
4074,hi brain and hi heart are all right thi i swear before i have even seen him so be at rest ,Dracula,False
4075, ishall have much to ask him of other thing ,Dracula,False
4076,i am blessed thattoday i come to see you for i have learn all at once so muchthat again i am dazzled dazzled more than ever and i mustthink ,Dracula,False
4077,  your the most faithful abraham van helsing ,Dracula,False
4078, harker to van helsing  number september number:number p ,Dracula,False
4079, van helsing a thousand thank for your kind letter which ha takena great weight off my mind ,Dracula,False
4080, and yet if it be true whatterrible thing there are in the world and what an awfulthing if that man that monster be really in london ,Dracula,False
4081, i have thi moment whilst writing had a wirefrom jonathan saying that he leave by the number:number tonight fromlaunceston and will be here at number:number so that i shall have nofear tonight ,Dracula,False
4082, will you therefore instead of lunching withu please come to breakfast at eight oclock if thi be nottoo early for you ,Dracula,False
4083, you can get away if you are in a hurry by the number:number train which will bring you to paddington bynumber:number ,Dracula,False
4084, do not answer thi a i shall take it that if i donot hear you will come to breakfast ,Dracula,False
4085,  believe me your faithful and grateful friend mina harker ,Dracula,False
4086,  jonathan harker journal  number september ,Dracula,False
4087, i thought never to write in thi diaryagain but the time ha come ,Dracula,False
4088, when i got home last nightmina had supper ready and when we had supped she told me ofvan helsing visit and of her having given him the twodiarie copied out and of how anxiou she ha been about me ,Dracula,False
4089,she showed me in the doctor letter that all i wrote downwa true ,Dracula,False
4090, it seem to have made a new man of me ,Dracula,False
4091, it wa thedoubt a to the reality of the whole thing that knocked meover ,Dracula,False
4092, i felt impotent and in the dark and distrustful ,Dracula,False
4093, but now that i know i am not afraid even of the count ,Dracula,False
4094, he hassucceeded after all then in hi design in getting to lond on and it wa he i saw ,Dracula,False
4095, he ha got younger and how ,Dracula,False
4096, vanhelsing i the man to unmask him and hunt him out if he isanything like what mina say ,Dracula,False
4097, we sat late and talked itover ,Dracula,False
4098, mina i dressing and i shall call at the hotel in afew minute and bring him over ,Dracula,False
4099,  he wa i think surprised to see me ,Dracula,False
4100, when i came intothe room whee he wa and introduced myself he took me bythe shoulder and turned my face round to the light andsaid after a sharp scrutiny but madam mina told me you were ill that you had hada shock ,Dracula,False
4101,  it wa so funny to hear my wife called `madam mina bythi kindly strong faced old man ,Dracula,False
4102, i smiled and said iwa ill i have had a shock but you have cured me already ,Dracula,False
4103,  by your letter to mina last night ,Dracula,False
4104, i wa in doubt andthen everything took a hue of unreality and i did not knowwhat to trust even the evidence of my own sense ,Dracula,False
4105, not know ing what to trust i did not know what to do and so had onlyto keep on working in what had hitherto been the groove ofmy life ,Dracula,False
4106, the groove ceased to avail me and i mistrustedmyself ,Dracula,False
4107,doctor you dont know what it i to doubt everything even yourself ,Dracula,False
4108, no you dont you couldnt with eyebrowslike your ,Dracula,False
4109,  he seemed pleased and laughed a he said so ,Dracula,False
4110, i learn more here with each hour ,Dracula,False
4111, i am withso much pleasure coming to you to breakfast and oh sir you will pardon praise from an old man but you are blessedin your wife ,Dracula,False
4112,  i would listen to him go on praising mina for a day soi simply nodded and stood silent ,Dracula,False
4113,  she i one of god women fashioned by hi own hand toshow u men and other women that there i a heaven where wecan enter and that it light can be here on earth ,Dracula,False
4114, so true so sweet so noble so little an egoist and that let metell you i much in thi age so sceptical and selfish ,Dracula,False
4115, i have read all the letter to poor mis lucy and some of them speak of you so i know you since some daysfrom the knowing of other but i have seen your true selfsince last night ,Dracula,False
4116, you will give me your hand will you not ,Dracula,False
4117,and let u be friend for all our live ,Dracula,False
4118,  we shook hand and he wa so earnest and so kind thatit made me quite choky ,Dracula,False
4119,  and now he said may i ask you for some more help ,Dracula,False
4120,i have a great task to do and at the beginning it i toknow ,Dracula,False
4121, you can help me here ,Dracula,False
4122, can you tell me what went be fore your going to transylvania ,Dracula,False
4123, later on i may ask morehelp and of a different kind but at first thi will do ,Dracula,False
4124,  look here sir i said doe what you have to doconcern the count ,Dracula,False
4125,  it doe he said solemnly ,Dracula,False
4126,  then i am with you heart and soul ,Dracula,False
4127, a you go by thenumber:number train you will not have time to read them but ishall get the bundle of paper ,Dracula,False
4128, you can take them with youand read them in the train ,Dracula,False
4129,  after breakfast i saw him to the station ,Dracula,False
4130, when we wereparting he said perhap you will come to town if i sendfor you and take madam mina too ,Dracula,False
4131,  we shall both come when you will i said ,Dracula,False
4132,  i had got him the morning paper and the london papersof the previou night and while we were talking at thecarriage window waiting for the train to start he wa turn ing them over ,Dracula,False
4133, hi eye suddenly seemed to catch somethingin one of them the westminster gazette i knew it by thecolor and he grew quite white ,Dracula,False
4134, he read something intently groaning to himself mein gott ,Dracula,False
4135, i do not think he remembered me at the moment ,Dracula,False
4136, justthen the whistle blew and the train moved off ,Dracula,False
4137,thi recalledhim to himself and he leaned out of the window and wavedhi hand calling out love to madam mina ,Dracula,False
4138, i shall write sosoon a ever i can ,Dracula,False
4139, seward diary  number september ,Dracula,False
4140, truly there i no such thing a finality ,Dracula,False
4141,not a week since i said fini and yet here i am startingfresh again or rather going on with the record ,Dracula,False
4142, until thisafternoon i had no cause to think of what i done ,Dracula,False
4143, renfieldhad become to all intent a sane a he ever wa ,Dracula,False
4144, he wasalready well ahead with hi fly busin and he had juststarted in the spider line also so he had not been of anytrouble to me ,Dracula,False
4145, i had a letter from arthur written on sun day and from it i gather that he i bearing up wonderfullywell ,Dracula,False
4146, quincey morri i with him and that i much of ahelp for he himself i a bubbling well of good spirit ,Dracula,False
4147,quincey wrote me a line too and from him i hear that arthuri beginning to recover something of hi old buoyancy so asto them all my mind i at rest ,Dracula,False
4148, a for myself i wa sett ling down to my work with the enthusiasm which i used tohave for it so that i might fairly have said that the woundwhich poor lucy left on me wa becoming cicatrised ,Dracula,False
4149,  everything i however now reopened and what i to bethe end god only know ,Dracula,False
4150, i have an idea that van helsingthink he know too but he will only let out enough at atime to whet curiosity ,Dracula,False
4151, he went to exeter yesterday andstayed there all night ,Dracula,False
4152, today he came back and almostbounded into the room at about half past five oclock andthrust last night westminster gazette into my hand ,Dracula,False
4153,  what do you think of that ,Dracula,False
4154, he asked a he stood backand folded hi arm  i looked over the paper for i really did not know whathe meant but he took it from me and pointed out a paragraphabout children being decoyed away at hampstead ,Dracula,False
4155, it did notconvey much to me until i reached a passage where it des cribed small puncture wound on their throat ,Dracula,False
4156,an idea struckme and i looked up ,Dracula,False
4157,  it i like poor lucy ,Dracula,False
4158,  and what do you make of it ,Dracula,False
4159,  simply that there i some cause in common ,Dracula,False
4160, whateverit wa that injured her ha injured them ,Dracula,False
4161, i did not quiteunderstand hi answer ,Dracula,False
4162,  that i true indirectly but not directly ,Dracula,False
4163,  how do you mean professor ,Dracula,False
4164, i wa a littleinclined to take hi seriousn lightly for after all four day of rest and freedom from burning harrowing anx iety doe help to restore one spirit but when i saw hisface it sobered me ,Dracula,False
4165, never even in the midst of our des pair about poor lucy had he looked more stern ,Dracula,False
4166, i can hazard no opinion ,Dracula,False
4167, i do notknow what to think and i have no data on which to found aconjecture ,Dracula,False
4168,  do you mean to tell me friend john that you have nosuspicion a to what poor lucy died of not after all thehint given not only by event but by me ,Dracula,False
4169,  of nervou prostration following a great los or wasteof blood ,Dracula,False
4170,  and how wa the blood lost or wasted ,Dracula,False
4171,  he stepped over and sat down beside me and went on youare a clever man friend john ,Dracula,False
4172, you reason well and your witi bold but you are too prejudiced ,Dracula,False
4173, you do not let your eyessee nor your ear hear and that which i outside your dailylife i not of account to you ,Dracula,False
4174, do you not think that thereare thing which you cannot understand and yet which are thatsome people see thing that other cannot ,Dracula,False
4175, but there arething old and new which must not be contemplated by menseye because they know or think they know some thing whichother men have told them ,Dracula,False
4176, ah it i the fault of our sciencethat it want to explain all and if it explain not then itsay there i nothing to explain ,Dracula,False
4177, but yet we see around usevery day the growth of new belief which think themselvesnew and which are yet but the old which pretend to be young like the fine ladie at the opera ,Dracula,False
4178, i suppose now you do notbelieve in corporeal transference ,Dracula,False
4179, nor in the reading of thought ,Dracula,False
4180, charcot ha proved that pretty well ,Dracula,False
4181,  he smiled a he went on then you are satisfied a toit ,Dracula,False
4182, and of course then you understand how it act andcan follow the mind of the great charcot ala that he i nomore into the very soul of the patient that he influence ,Dracula,False
4183,then friend john am i to take it that you simply accept fact and are satisfied to let from premise to conclusion be ablank ,Dracula,False
4184, then tell me for i am a student of the brain how you accept hypnotism and reject the thought reading ,Dracula,False
4185, letme tell you my friend that there are thing done today inelectrical science which would have been deemed unholy by thevery man who discovered electricity who would themselve notso long before been burned a wizard ,Dracula,False
4186, there are alway mys terie in life ,Dracula,False
4187, why wa it that methuselah lived nine hundredyear and `old parrone hundred and sixty nine and yet thatpoor lucy with four men blood in her poor vein could notlive even one day ,Dracula,False
4188, for had she live one more day we couldsave her ,Dracula,False
4189, do you know all the mystery of life and death ,Dracula,False
4190, doyou know the altogether of comparative anatomy and can saywherefore the qualitie of brute are in some men and notin others ,Dracula,False
4191, can you tell me why when other spider die smalland soon that one great spider lived for centurie in thetower of the old spanish church and grew and grew till ondescending he could drink the oil of all the church lamps ,Dracula,False
4192,can you tell me why in the pampa ay and elsewhere there arebat that come out at night and open the vein of cattle andhorse and suck dry their vein how in some island of thewestern sea there are bat which hang on the tree all day and those who have seen describe a like giant nut or pod and that when the sailor sleep on the deck because that iti hot flit down on them and then and then in the morningare found dead men white a even mis lucy was ,Dracula,False
4193, do youmean to tell me that lucy wa bitten by such a bat and thatsuch a thing i here in london in the nineteenth century ,Dracula,False
4194,  he waved hi hand for silence and went on can you tellme why the tortoise live more long than generation of men why the elephant goe on and on till he have see dynastie and why the parrot never die only of bite of cat of dog orother complaint ,Dracula,False
4195, can you tell me why men believe in all agesand place that there are men and women who cannot die ,Dracula,False
4196, weall know because science ha vouched for the fact that therehave been toad shut up in rock for thousand of year shutin one so small hole that only hold him since the youth ofthe world ,Dracula,False
4197, can you tell me how the indian fakir can make him self to die and have been buried and hi grave sealed andcorn sowed on it and the corn reaped and be cut and sown andreaped and cut again and then men come and take away the un broken seal and that there lie the indian fakir not dead but that rise up and walk amongst them a before ,Dracula,False
4198,  here i interrupted him ,Dracula,False
4199, heso crowded on my mind hi list of nature eccentricitie andpossible impossibilitie that my imagination wa gettingfired ,Dracula,False
4200, i had a dim idea that he wa teaching me some lesson a long ago he used to do in hi study at amsterdam ,Dracula,False
4201, but heused them to tell me the thing so that i could have the ob ject of thought in mind all the time ,Dracula,False
4202, but now i wa withouthi help yet i wanted to follow him so i said professor let me be your pet student again ,Dracula,False
4203, tell methe thesi so that i may apply your knowledge a you go on ,Dracula,False
4204,at present i am going in my mind from point to point a amadman and not a sane one follow an idea ,Dracula,False
4205, i feel like anovice lumbering through a bog in a midst jumping from onetussock to another in the mere blind effort to move on with out knowing where i am going ,Dracula,False
4206,  that i a good image he said ,Dracula,False
4207, my thesi i thi i want you to believe ,Dracula,False
4208,  to believe in thing that you cannot ,Dracula,False
4209,i heard once of an american who so defined faith `that fac ulty which enable u to believe thing which we know to beuntrue ,Dracula,False
4210, for one i follow that man ,Dracula,False
4211, he meant that we shallhave an open mind and not let a little bit of truth check therush of the big truth like a small rock doe a railway truck ,Dracula,False
4212,we get the small truth first ,Dracula,False
4213, we keep him and wevalue him but all the same we must not let him think himselfall the truth in the universe ,Dracula,False
4214,  then you want me not to let some previou convictioninure the receptivity of my mind with regard to some strangematter ,Dracula,False
4215, do i read your lesson aright ,Dracula,False
4216,  ah you are my favorite pupil still ,Dracula,False
4217, it i worth toteach you ,Dracula,False
4218, now that you are willing to understand you havetaken the first step to understand ,Dracula,False
4219, you think then thatthose so small hole in the children throat were made bythe same that made the hole in mis lucy ,Dracula,False
4220,  he stood up and said solemnly then you are wrong ,Dracula,False
4221, oh would it were so ,Dracula,False
4222, it i worse far far worse ,Dracula,False
4223,  in god name professor van helsing what do you mean ,Dracula,False
4224,  he threw himself with a despairing gesture into a chair and placed hi elbow on the table covering hi face withhi hand a he spoke ,Dracula,False
4225,  they were made by mis lucy ,Dracula,False
4226,chapter number    dr ,Dracula,False
4227,  for a while sheer anger mastered me ,Dracula,False
4228, it wa a if hehad during her life struck lucy on the face ,Dracula,False
4229, i smote thetable hard and rose up a i said to him dr ,Dracula,False
4230, van helsing are you mad ,Dracula,False
4231,  he raised hi head and looked at me and somehow thetendern of hi face calmed me at once ,Dracula,False
4232, madn were easy to bear compared with truth likethi ,Dracula,False
4233, oh my friend whey think you did i go so far round why take so long to tell so simple a thing ,Dracula,False
4234, wa it because ihate you and have hated you all my life ,Dracula,False
4235, wa it because iwished to give you pain ,Dracula,False
4236, wa it that i wanted no so late revenge for that time when you saved my life and from afearful death ,Dracula,False
4237,  forgive me said i ,Dracula,False
4238,  he went on my friend it wa because i wished to begentle in the breaking to you for i know you have lovedthat so sweet lady ,Dracula,False
4239, but even yet i do not expect you tobelieve ,Dracula,False
4240, it i so hard to accept at once any abstract truth that we may doubt such to be possible when we have alwaysbelieved the `no of it ,Dracula,False
4241, it i more hard still to accept sosad a concrete truth and of such a one a mis lucy ,Dracula,False
4242, dare you come with me ,Dracula,False
4243, a man doe not like to prove such atruth byron excepted from the catagory jealousy ,Dracula,False
4244,  and prove the very truth he most abhorred ,Dracula,False
4245,  he saw my hesitation and spoke the logic i simple no madman logic thi time jumping from tussock to tussockin a misty bog ,Dracula,False
4246, if it not be true then proof will be relief ,Dracula,False
4247,at worst it will not harm ,Dracula,False
4248, yet every dread should help my cause for in it issome need of belief ,Dracula,False
4249, come i tell you what i propose ,Dracula,False
4250, first that we go off now and see that child in the hospital ,Dracula,False
4251,vincent of the north hospital where the paper say thechild i i a friend of mine and i think of your sinceyou were in clas at amsterdam ,Dracula,False
4252, he will let two scientistssee hi case if he will not let two friend ,Dracula,False
4253, we shall tellhim nothing but only that we wish to learn ,Dracula,False
4254,  he took a key from hi pocket and held it up ,Dracula,False
4255, and thenwe spend the night you and i in the churchyard where lucylie ,Dracula,False
4256, thi i the key that lock the tomb ,Dracula,False
4257, i had it from thecoffin man to give to arthur ,Dracula,False
4258,  my heart sank within me for i felt that there wa somefearful ordeal before u ,Dracula,False
4259, i could do nothing however so iplucked up what heart i could and said that we had betterhasten a the afternoon wa passing ,Dracula,False
